"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"21/05/2020","5.791,64","5.878,72","5.883,78","5.780,11","152,29K","-1,26%"
"20/05/2020","5.865,84","5.928,47","5.928,47","5.844,58","161,72K","-1,19%"
"19/05/2020","5.936,60","5.896,15","5.936,66","5.886,90","151,78K","1,31%"
"18/05/2020","5.860,04","5.905,92","5.916,71","5.841,72","175,79K","-0,51%"
"15/05/2020","5.889,98","5.886,78","5.924,77","5.859,90","155,19K","0,46%"
"14/05/2020","5.863,24","5.889,14","5.915,61","5.861,78","158,97K","-0,91%"
"13/05/2020","5.917,03","5.849,46","5.923,26","5.835,33","139,58K","0,81%"
"12/05/2020","5.869,51","5.847,70","5.869,59","5.780,09","141,84K","0,30%"
"11/05/2020","5.851,80","5.892,57","5.902,16","5.813,67","158,07K","-0,19%"
"08/05/2020","5.862,77","5.825,74","5.886,00","5.822,81","161,39K","1,15%"
"07/05/2020","5.795,87","5.809,54","5.837,33","5.787,61","162,32K","-0,11%"
"06/05/2020","5.802,42","5.636,87","5.802,46","5.632,03","160,52K","2,19%"
"30/04/2020","5.678,17","5.572,57","5.695,21","5.572,57","160,19K","2,35%"
"29/04/2020","5.547,63","5.533,00","5.600,76","5.524,87","143,72K","-0,24%"
"28/04/2020","5.561,20","5.641,29","5.644,35","5.395,57","183,95K","-1,50%"
"27/04/2020","5.645,66","5.675,56","5.699,77","5.617,52","146,87K","-0,53%"
"24/04/2020","5.675,51","5.782,29","5.784,11","5.654,22","181,57K","-1,97%"
"23/04/2020","5.789,48","5.841,40","5.846,38","5.789,10","187,89K","-0,64%"
"22/04/2020","5.826,56","5.721,53","5.826,58","5.710,81","168,44K","0,93%"
"21/04/2020","5.773,01","5.780,86","5.780,86","5.711,17","175,00K","-0,52%"
"20/04/2020","5.803,40","5.722,73","5.803,40","5.714,32","163,68K","1,63%"
"17/04/2020","5.710,05","5.735,90","5.764,79","5.702,01","185,55K","0,16%"
"16/04/2020","5.700,96","5.626,84","5.711,72","5.617,05","156,29K","0,76%"
"15/04/2020","5.657,95","5.689,73","5.720,42","5.655,22","164,40K","-0,60%"
"14/04/2020","5.692,00","5.605,91","5.692,00","5.599,91","142,34K","2,03%"
"13/04/2020","5.578,86","5.590,32","5.613,41","5.542,57","139,33K","-1,04%"
"10/04/2020","5.637,53","5.787,54","5.787,54","5.619,70","191,47K","-2,62%"
"09/04/2020","5.789,26","5.750,89","5.802,65","5.740,03","182,53K","1,24%"
"08/04/2020","5.718,13","5.673,34","5.739,30","5.661,95","183,30K","0,40%"
"07/04/2020","5.695,17","5.605,27","5.697,76","5.599,82","178,92K","3,41%"
"03/04/2020","5.507,12","5.525,77","5.558,38","5.482,06","140,58K","-0,57%"
"02/04/2020","5.538,60","5.376,66","5.538,60","5.367,57","145,94K","2,50%"
"01/04/2020","5.403,30","5.413,55","5.491,47","5.391,54","147,26K","-0,44%"
"31/03/2020","5.427,13","5.465,37","5.479,02","5.414,31","141,81K","0,22%"
"30/03/2020","5.415,41","5.472,15","5.472,15","5.362,80","159,55K","-2,49%"
"27/03/2020","5.553,61","5.659,59","5.665,62","5.550,54","154,39K","-0,75%"
"26/03/2020","5.595,43","5.606,63","5.666,13","5.582,93","166,00K","-0,91%"
"25/03/2020","5.646,63","5.632,41","5.652,43","5.589,96","182,12K","2,34%"
"24/03/2020","5.517,26","5.522,18","5.535,93","5.344,42","175,45K","1,86%"
"23/03/2020","5.416,57","5.514,93","5.575,53","5.398,95","170,34K","-4,48%"
"20/03/2020","5.670,47","5.676,97","5.688,95","5.574,62","172,74K","0,95%"
"19/03/2020","5.617,19","5.552,51","5.641,04","5.453,04","190,82K","1,10%"
"18/03/2020","5.556,11","5.702,17","5.804,30","5.556,11","205,12K","-1,54%"
"17/03/2020","5.642,92","5.707,42","5.756,20","5.436,60","207,16K","-0,26%"
"16/03/2020","5.657,77","5.999,54","6.007,26","5.638,39","246,61K","-4,84%"
"13/03/2020","5.945,46","5.681,59","5.999,77","5.681,59","251,19K","-0,90%"
"12/03/2020","5.999,64","6.026,06","6.071,62","5.938,93","219,65K","-2,01%"
"11/03/2020","6.122,91","6.219,93","6.268,94","6.122,91","264,58K","-1,35%"
"10/03/2020","6.206,41","5.965,36","6.206,41","5.902,39","285,40K","2,59%"
"09/03/2020","6.049,62","6.198,20","6.239,25","6.049,62","287,18K","-3,92%"
"06/03/2020","6.296,74","6.236,26","6.344,08","6.225,70","266,26K","-0,30%"
"05/03/2020","6.315,83","6.312,43","6.327,54","6.248,98","296,08K","1,43%"
"04/03/2020","6.226,53","6.146,77","6.231,64","6.101,05","254,45K","0,49%"
"03/03/2020","6.195,89","6.225,96","6.322,27","6.132,71","294,09K","1,35%"
"02/03/2020","6.113,41","5.946,83","6.143,73","5.931,04","245,87K","4,13%"
"28/02/2020","5.870,97","5.999,21","6.091,69","5.870,91","284,62K","-5,79%"
"27/02/2020","6.232,09","6.254,39","6.321,12","6.135,95","268,03K","0,16%"
"26/02/2020","6.221,84","6.315,33","6.388,06","6.200,26","327,09K","-2,89%"
"25/02/2020","6.407,14","6.233,52","6.420,35","6.096,15","348,24K","0,42%"
"24/02/2020","6.380,41","6.254,32","6.399,30","6.236,09","298,30K","2,19%"
"21/02/2020","6.243,48","6.141,79","6.278,48","6.136,08","277,77K","1,78%"
"20/02/2020","6.134,39","6.032,40","6.135,35","5.979,05","248,95K","1,93%"
"19/02/2020","6.018,05","6.058,69","6.113,87","6.018,05","259,32K","-0,89%"
"18/02/2020","6.072,19","5.948,65","6.072,19","5.940,62","254,10K","2,29%"
"17/02/2020","5.936,48","5.766,55","5.936,48","5.766,55","228,92K","3,64%"
"14/02/2020","5.727,83","5.696,10","5.783,64","5.677,79","199,68K","0,36%"
"13/02/2020","5.707,53","5.758,92","5.782,57","5.690,01","221,92K","-0,81%"
"12/02/2020","5.754,26","5.605,93","5.754,26","5.602,30","202,28K","2,33%"
"11/02/2020","5.623,26","5.656,52","5.666,73","5.590,89","188,16K","-0,68%"
"10/02/2020","5.661,56","5.586,95","5.662,42","5.567,05","218,07K","1,40%"
"07/02/2020","5.583,60","5.535,13","5.588,77","5.472,87","226,93K","1,23%"
"06/02/2020","5.515,64","5.353,19","5.538,94","5.326,21","218,48K","3,13%"
"05/02/2020","5.348,34","5.242,33","5.414,76","5.242,33","207,94K","2,61%"
"04/02/2020","5.212,10","4.923,19","5.234,25","4.923,19","238,20K","0,23%"
"03/02/2020","5.200,16","5.180,59","5.227,07","5.179,26","84,42K","-8,75%"
"23/01/2020","5.699,01","5.852,20","5.897,90","5.643,84","184,76K","-3,73%"
"22/01/2020","5.919,59","5.867,22","5.942,11","5.784,68","162,73K","0,30%"
"21/01/2020","5.901,86","5.952,00","5.952,00","5.901,00","156,33K","-0,89%"
"20/01/2020","5.954,87","5.880,13","5.954,89","5.862,14","148,36K","1,28%"
"17/01/2020","5.879,41","5.913,79","5.927,54","5.869,17","142,82K","-0,38%"
"16/01/2020","5.902,13","5.917,23","5.934,17","5.892,73","147,95K","-0,19%"
"15/01/2020","5.913,52","5.903,76","5.920,08","5.859,11","160,09K","-0,01%"
"14/01/2020","5.914,11","5.939,90","5.948,04","5.911,69","176,82K","-0,21%"
"13/01/2020","5.926,72","5.844,96","5.926,72","5.822,42","160,73K","1,28%"
"10/01/2020","5.851,89","5.879,21","5.885,33","5.824,65","169,19K","-0,21%"
"09/01/2020","5.864,18","5.815,74","5.864,18","5.815,74","186,39K","1,59%"
"08/01/2020","5.772,47","5.827,38","5.858,87","5.759,33","218,97K","-1,37%"
"07/01/2020","5.852,36","5.772,66","5.852,36","5.772,66","203,44K","1,52%"
"06/01/2020","5.764,73","5.686,16","5.803,86","5.670,34","208,49K","1,03%"
"03/01/2020","5.706,04","5.685,08","5.717,51","5.667,74","179,01K","0,52%"
"02/01/2020","5.676,56","5.603,93","5.682,64","5.586,14","178,71K","1,97%"
"31/12/2019","5.567,03","5.524,43","5.567,86","5.520,01","132,87K","0,67%"
"30/12/2019","5.530,00","5.478,00","5.530,00","5.413,87","143,41K","0,57%"
"27/12/2019","5.498,93","5.548,35","5.576,26","5.494,97","155,52K","-0,81%"
"26/12/2019","5.543,66","5.503,30","5.543,70","5.497,90","124,45K","0,71%"
"25/12/2019","5.504,42","5.467,75","5.517,20","5.461,38","124,68K","0,60%"
"24/12/2019","5.471,74","5.388,21","5.471,74","5.386,97","112,81K","1,76%"
"23/12/2019","5.377,09","5.478,57","5.485,78","5.375,02","132,18K","-2,26%"
"20/12/2019","5.501,16","5.571,63","5.580,34","5.501,16","149,78K","-1,20%"
"19/12/2019","5.568,11","5.544,66","5.579,82","5.534,51","154,14K","0,44%"
"18/12/2019","5.543,79","5.546,28","5.575,65","5.529,82","165,70K","-0,03%"
"17/12/2019","5.545,62","5.479,90","5.555,25","5.475,43","177,54K","1,25%"
"16/12/2019","5.476,99","5.391,47","5.476,99","5.387,55","146,87K","1,88%"
"13/12/2019","5.375,98","5.334,58","5.379,29","5.327,11","122,09K","1,35%"
"12/12/2019","5.304,42","5.302,72","5.334,26","5.292,47","119,40K","-0,01%"
"11/12/2019","5.304,88","5.323,86","5.333,32","5.291,25","121,16K","-0,40%"
"10/12/2019","5.326,36","5.286,04","5.326,36","5.272,20","118,21K","0,61%"
"09/12/2019","5.294,28","5.286,20","5.302,29","5.269,18","112,32K","0,36%"
"06/12/2019","5.275,51","5.241,09","5.275,51","5.226,26","100,39K","0,71%"
"05/12/2019","5.238,13","5.190,08","5.246,03","5.187,91","99,45K","1,13%"
"04/12/2019","5.179,69","5.148,41","5.188,36","5.140,39","87,63K","0,16%"
"03/12/2019","5.171,36","5.119,75","5.171,36","5.097,08","85,74K","0,65%"
"02/12/2019","5.137,78","5.131,89","5.156,87","5.124,55","81,78K","0,22%"
"29/11/2019","5.126,61","5.130,28","5.137,29","5.082,77","80,18K","-0,09%"
"28/11/2019","5.131,13","5.142,38","5.165,65","5.120,55","85,09K","-0,29%"
"27/11/2019","5.145,97","5.138,06","5.170,60","5.121,32","91,86K","-0,03%"
"26/11/2019","5.147,73","5.154,92","5.170,49","5.131,54","91,07K","-0,07%"
"25/11/2019","5.151,37","5.179,15","5.185,45","5.107,51","106,05K","-0,57%"
"22/11/2019","5.181,11","5.255,43","5.296,33","5.157,55","115,75K","-1,32%"
"21/11/2019","5.250,66","5.238,60","5.274,23","5.228,26","92,92K","-0,17%"
"20/11/2019","5.259,47","5.281,85","5.303,93","5.251,08","106,26K","-0,50%"
"19/11/2019","5.286,15","5.192,68","5.286,15","5.187,77","104,37K","1,87%"
"18/11/2019","5.189,35","5.147,03","5.192,85","5.139,96","85,67K","0,71%"
"15/11/2019","5.152,56","5.208,37","5.220,06","5.152,56","94,73K","-1,23%"
"14/11/2019","5.216,64","5.180,31","5.229,09","5.177,11","89,59K","0,68%"
"13/11/2019","5.181,49","5.188,88","5.200,24","5.160,33","86,65K","-0,29%"
"12/11/2019","5.196,72","5.183,48","5.196,72","5.123,30","93,96K","0,25%"
"11/11/2019","5.183,57","5.289,63","5.289,63","5.175,62","106,91K","-2,60%"
"08/11/2019","5.321,78","5.361,27","5.375,06","5.318,77","104,09K","-0,34%"
"07/11/2019","5.340,17","5.300,67","5.347,66","5.294,20","96,70K","0,67%"
"06/11/2019","5.304,84","5.348,45","5.356,31","5.286,44","111,17K","-0,88%"
"05/11/2019","5.352,06","5.341,17","5.362,44","5.306,05","113,89K","0,28%"
"04/11/2019","5.337,08","5.316,60","5.365,59","5.316,60","114,49K","0,62%"
"01/11/2019","5.303,99","5.234,75","5.308,93","5.227,11","107,00K","0,95%"
"31/10/2019","5.253,88","5.310,66","5.329,20","5.252,17","119,98K","-1,12%"
"30/10/2019","5.313,42","5.349,08","5.351,86","5.301,64","139,97K","-0,99%"
"29/10/2019","5.366,75","5.434,31","5.434,31","5.366,75","155,00K","-1,09%"
"28/10/2019","5.425,75","5.343,50","5.425,75","5.343,44","136,23K","2,37%"
"25/10/2019","5.300,09","5.254,37","5.307,75","5.227,89","101,23K","0,77%"
"24/10/2019","5.259,45","5.262,93","5.274,32","5.220,55","94,72K","-0,19%"
"23/10/2019","5.269,72","5.311,76","5.314,36","5.257,77","94,46K","-0,80%"
"22/10/2019","5.312,46","5.252,19","5.312,46","5.249,96","90,35K","1,24%"
"21/10/2019","5.247,30","5.273,64","5.273,64","5.200,93","91,11K","-0,63%"
"18/10/2019","5.280,53","5.350,64","5.374,60","5.267,93","107,18K","-1,25%"
"17/10/2019","5.347,27","5.354,41","5.371,67","5.331,73","92,05K","-0,11%"
"16/10/2019","5.353,02","5.377,75","5.397,07","5.350,15","105,11K","-0,42%"
"15/10/2019","5.375,53","5.429,94","5.429,94","5.367,14","120,13K","-1,47%"
"14/10/2019","5.455,61","5.411,65","5.463,54","5.402,63","127,45K","1,58%"
"11/10/2019","5.370,65","5.371,40","5.392,78","5.327,79","106,51K","0,07%"
"10/10/2019","5.366,93","5.291,55","5.367,10","5.281,86","94,80K","1,55%"
"09/10/2019","5.285,15","5.220,20","5.285,15","5.191,06","81,54K","0,92%"
"08/10/2019","5.237,18","5.242,02","5.280,59","5.226,26","78,83K","0,09%"
"30/09/2019","5.232,39","5.297,02","5.315,34","5.232,39","77,54K","-1,12%"
"27/09/2019","5.291,44","5.241,51","5.313,08","5.241,51","90,62K","0,90%"
"26/09/2019","5.244,08","5.428,61","5.436,95","5.244,08","130,74K","-3,27%"
"25/09/2019","5.421,62","5.502,16","5.502,16","5.421,62","129,64K","-1,94%"
"24/09/2019","5.528,89","5.504,50","5.568,22","5.495,46","126,90K","0,50%"
"23/09/2019","5.501,21","5.538,73","5.538,73","5.462,27","121,43K","-0,99%"
"20/09/2019","5.556,48","5.560,04","5.576,79","5.533,28","126,47K","0,11%"
"19/09/2019","5.550,41","5.497,24","5.550,41","5.468,75","118,15K","1,18%"
"18/09/2019","5.485,88","5.501,84","5.515,22","5.467,91","115,41K","-0,12%"
"17/09/2019","5.492,22","5.614,16","5.614,16","5.471,43","155,21K","-2,40%"
"16/09/2019","5.627,24","5.613,57","5.650,67","5.600,80","151,24K","0,61%"
"12/09/2019","5.592,92","5.580,60","5.601,47","5.546,25","131,54K","0,48%"
"11/09/2019","5.566,41","5.630,20","5.634,44","5.564,94","157,66K","-0,86%"
"10/09/2019","5.614,58","5.608,74","5.625,92","5.573,99","175,83K","0,22%"
"09/09/2019","5.602,24","5.516,53","5.602,24","5.495,16","175,10K","2,45%"
"06/09/2019","5.468,46","5.461,33","5.479,12","5.425,37","152,01K","0,42%"
"05/09/2019","5.445,57","5.423,96","5.504,94","5.418,92","192,91K","0,94%"
"04/09/2019","5.394,71","5.345,94","5.394,71","5.336,57","151,96K","0,70%"
"03/09/2019","5.357,06","5.324,69","5.357,06","5.310,27","143,29K","0,74%"
"02/09/2019","5.317,53","5.187,40","5.318,40","5.187,40","140,26K","2,60%"
"30/08/2019","5.182,96","5.280,51","5.289,04","5.160,45","146,31K","-1,48%"
"29/08/2019","5.260,95","5.262,96","5.286,11","5.249,75","130,75K","0,09%"
"28/08/2019","5.256,18","5.261,62","5.274,68","5.236,02","140,55K","-0,20%"
"27/08/2019","5.266,66","5.196,14","5.283,06","5.196,14","147,09K","1,90%"
"26/08/2019","5.168,68","5.096,10","5.186,40","5.087,70","122,37K","-0,56%"
"23/08/2019","5.197,55","5.210,42","5.224,57","5.179,47","120,37K","-0,21%"
"22/08/2019","5.208,55","5.200,06","5.208,55","5.165,61","114,15K","0,42%"
"21/08/2019","5.186,62","5.177,87","5.203,65","5.168,81","114,90K","0,03%"
"20/08/2019","5.185,27","5.183,01","5.220,68","5.168,94","132,73K","0,23%"
"19/08/2019","5.173,18","5.054,48","5.173,18","5.054,48","131,03K","3,18%"
"16/08/2019","5.013,58","4.981,56","5.044,21","4.979,93","96,23K","0,56%"
"15/08/2019","4.985,42","4.848,87","4.985,54","4.829,41","95,33K","0,48%"
"14/08/2019","4.961,75","4.980,39","4.997,44","4.953,98","90,04K","0,68%"
"13/08/2019","4.928,46","4.917,89","4.935,94","4.903,82","79,02K","-0,48%"
"12/08/2019","4.952,22","4.873,89","4.952,22","4.859,62","78,82K","1,69%"
"09/08/2019","4.869,79","4.948,52","4.963,00","4.861,12","89,54K","-1,09%"
"08/08/2019","4.923,33","4.901,82","4.936,83","4.901,71","83,39K","0,78%"
"07/08/2019","4.885,44","4.928,14","4.941,96","4.884,99","89,95K","-0,29%"
"06/08/2019","4.899,82","4.940,87","4.940,87","4.781,88","126,62K","-2,64%"
"05/08/2019","5.032,64","5.076,11","5.124,38","5.032,64","91,07K","-1,15%"
"02/08/2019","5.091,06","5.074,00","5.101,14","5.047,39","101,41K","-1,59%"
"01/08/2019","5.173,23","5.172,08","5.201,48","5.151,39","80,25K","-0,52%"
"31/07/2019","5.200,09","5.229,14","5.229,14","5.193,18","82,31K","-0,76%"
"30/07/2019","5.239,72","5.217,07","5.269,31","5.216,81","84,37K","0,40%"
"29/07/2019","5.218,98","5.217,93","5.235,01","5.197,02","76,42K","0,05%"
"26/07/2019","5.216,60","5.201,56","5.222,33","5.188,24","77,86K","0,11%"
"25/07/2019","5.211,09","5.193,65","5.220,13","5.181,28","85,52K","0,31%"
"24/07/2019","5.194,83","5.141,94","5.219,15","5.141,90","91,97K","1,24%"
"23/07/2019","5.131,10","5.072,77","5.131,10","5.072,77","74,25K","1,14%"
"22/07/2019","5.073,33","5.222,06","5.222,34","5.067,10","98,80K","-2,81%"
"19/07/2019","5.220,03","5.205,73","5.263,34","5.205,70","87,71K","0,49%"
"18/07/2019","5.194,60","5.265,37","5.265,37","5.194,60","96,56K","-1,79%"
"17/07/2019","5.289,42","5.282,56","5.312,71","5.269,24","98,71K","0,08%"
"16/07/2019","5.285,23","5.264,65","5.289,01","5.254,62","88,25K","0,22%"
"15/07/2019","5.273,81","5.203,58","5.289,01","5.140,80","103,29K","1,05%"
"12/07/2019","5.219,19","5.209,30","5.229,84","5.173,05","84,88K","0,25%"
"11/07/2019","5.206,40","5.236,66","5.271,61","5.180,96","88,83K","-0,16%"
"10/07/2019","5.214,64","5.267,27","5.271,24","5.196,82","86,99K","-0,87%"
"09/07/2019","5.260,34","5.239,86","5.270,46","5.203,85","90,88K","0,31%"
"08/07/2019","5.244,27","5.410,20","5.410,20","5.221,95","123,49K","-3,32%"
"05/07/2019","5.424,25","5.404,71","5.433,69","5.379,89","96,91K","0,37%"
"04/07/2019","5.404,38","5.435,48","5.450,29","5.381,05","114,08K","-0,44%"
"03/07/2019","5.428,51","5.465,95","5.465,95","5.408,58","121,30K","-1,00%"
"02/07/2019","5.483,52","5.482,44","5.501,12","5.462,73","133,05K","0,04%"
"01/07/2019","5.481,41","5.418,21","5.481,41","5.392,44","149,21K","3,01%"
"28/06/2019","5.321,43","5.389,98","5.389,98","5.289,43","119,53K","-1,41%"
"27/06/2019","5.397,57","5.361,98","5.415,36","5.360,49","121,41K","0,86%"
"26/06/2019","5.351,39","5.323,70","5.384,06","5.303,24","107,69K","-0,01%"
"25/06/2019","5.351,69","5.397,06","5.397,06","5.289,84","134,55K","-0,96%"
"24/06/2019","5.403,80","5.412,55","5.427,67","5.374,52","130,86K","-0,04%"
"21/06/2019","5.406,04","5.350,29","5.423,19","5.350,29","167,48K","1,67%"
"20/06/2019","5.317,31","5.228,49","5.329,97","5.199,87","148,04K","1,59%"
"19/06/2019","5.234,28","5.268,94","5.292,28","5.231,97","130,88K","1,42%"
"18/06/2019","5.160,88","5.160,11","5.183,02","5.125,10","92,01K","0,00%"
"17/06/2019","5.160,67","5.168,35","5.192,13","5.140,27","95,77K","-0,24%"
"14/06/2019","5.173,07","5.297,74","5.307,08","5.170,98","132,74K","-2,29%"
"13/06/2019","5.294,11","5.256,91","5.306,98","5.237,96","135,17K","0,55%"
"12/06/2019","5.264,89","5.276,70","5.315,96","5.251,05","150,03K","-0,47%"
"11/06/2019","5.289,62","5.103,85","5.289,79","5.096,02","155,24K","3,74%"
"10/06/2019","5.098,94","5.043,33","5.112,43","5.022,00","98,52K","1,35%"
"06/06/2019","5.030,80","5.149,38","5.149,38","5.011,76","112,69K","-2,47%"
"05/06/2019","5.158,47","5.206,15","5.222,87","5.148,29","108,60K","-0,05%"
"04/06/2019","5.160,98","5.244,73","5.249,53","5.131,01","119,11K","-1,79%"
"03/06/2019","5.255,07","5.341,27","5.354,69","5.235,52","140,14K","-1,48%"
"31/05/2019","5.334,25","5.336,69","5.384,48","5.319,21","127,94K","-0,14%"
"30/05/2019","5.341,98","5.357,49","5.357,49","5.270,89","133,34K","-0,64%"
"29/05/2019","5.376,51","5.336,84","5.411,08","5.329,91","122,73K","0,41%"
"28/05/2019","5.354,53","5.353,85","5.414,64","5.332,93","139,39K","0,00%"
"27/05/2019","5.354,63","5.204,42","5.360,00","5.179,19","128,16K","2,96%"
"24/05/2019","5.200,77","5.230,90","5.279,65","5.186,87","118,15K","-1,27%"
"23/05/2019","5.267,83","5.380,41","5.380,41","5.251,34","143,60K","-2,36%"
"22/05/2019","5.395,43","5.418,24","5.451,11","5.351,70","142,02K","-0,42%"
"21/05/2019","5.418,05","5.305,44","5.425,31","5.287,31","142,60K","1,97%"
"20/05/2019","5.313,15","5.326,19","5.330,18","5.200,68","135,50K","-0,33%"
"17/05/2019","5.330,99","5.527,38","5.530,90","5.306,47","175,76K","-3,55%"
"16/05/2019","5.527,28","5.488,27","5.539,35","5.478,07","165,71K","0,75%"
"15/05/2019","5.486,39","5.412,93","5.491,40","5.403,48","146,82K","2,20%"
"14/05/2019","5.368,23","5.333,85","5.422,62","5.328,01","130,38K","-0,69%"
"13/05/2019","5.405,61","5.385,76","5.440,91","5.366,78","135,05K","-0,73%"
"10/05/2019","5.445,53","5.292,45","5.445,54","5.192,70","172,48K","3,97%"
"09/05/2019","5.237,82","5.243,72","5.308,02","5.229,82","121,06K","-1,04%"
"08/05/2019","5.292,75","5.198,84","5.376,90","5.166,40","145,64K","-0,37%"
"07/05/2019","5.312,50","5.273,22","5.353,61","5.214,90","144,25K","1,25%"
"06/05/2019","5.246,83","5.480,13","5.496,84","5.212,99","167,81K","-7,66%"
"30/04/2019","5.682,24","5.595,81","5.718,32","5.595,81","134,50K","1,06%"
"29/04/2019","5.622,48","5.831,24","5.849,64","5.613,83","179,82K","-3,63%"
"26/04/2019","5.834,38","5.861,79","5.926,04","5.830,35","172,50K","-1,11%"
"25/04/2019","5.899,91","6.130,01","6.140,30","5.899,65","212,51K","-4,12%"
"24/04/2019","6.153,39","6.081,96","6.153,39","6.017,86","182,18K","1,24%"
"23/04/2019","6.078,27","6.175,13","6.175,82","6.061,75","213,00K","-1,84%"
"22/04/2019","6.192,14","6.270,37","6.274,46","6.171,31","214,59K","-1,01%"
"19/04/2019","6.255,25","6.198,61","6.255,26","6.147,16","207,12K","0,84%"
"18/04/2019","6.202,84","6.229,69","6.255,79","6.188,12","212,23K","-0,50%"
"17/04/2019","6.234,11","6.181,76","6.267,59","6.175,58","222,09K","0,88%"
"16/04/2019","6.179,80","6.019,13","6.179,80","5.978,73","198,00K","2,11%"
"15/04/2019","6.052,05","6.178,50","6.215,38","6.049,24","191,82K","-0,81%"
"12/04/2019","6.101,20","6.097,07","6.130,38","6.047,83","177,32K","-0,09%"
"11/04/2019","6.106,95","6.232,89","6.249,50","6.106,66","216,96K","-2,06%"
"10/04/2019","6.235,71","6.203,40","6.289,93","6.159,23","230,42K","-0,16%"
"09/04/2019","6.245,43","6.212,73","6.261,15","6.164,97","208,55K","0,24%"
"08/04/2019","6.230,21","6.303,43","6.322,48","6.130,76","260,32K","-0,48%"
"04/04/2019","6.260,07","6.262,69","6.283,29","6.198,03","243,40K","0,37%"
"03/04/2019","6.237,02","6.142,37","6.237,16","6.114,60","237,00K","1,01%"
"02/04/2019","6.174,94","6.181,08","6.234,75","6.135,80","261,51K","0,61%"
"01/04/2019","6.137,73","5.961,79","6.137,73","5.961,79","244,08K","3,83%"
"29/03/2019","5.911,21","5.748,92","5.911,22","5.699,69","192,60K","2,84%"
"28/03/2019","5.747,86","5.797,87","5.872,20","5.744,23","171,83K","-1,35%"
"27/03/2019","5.826,53","5.822,69","5.842,07","5.696,13","174,22K","0,66%"
"26/03/2019","5.788,36","5.982,36","6.006,94","5.774,74","209,24K","-2,90%"
"25/03/2019","5.961,44","5.914,85","6.039,66","5.890,40","220,35K","-0,88%"
"22/03/2019","6.014,55","5.981,70","6.022,07","5.889,68","222,27K","0,40%"
"21/03/2019","5.990,64","5.929,75","6.034,48","5.914,67","247,02K","1,09%"
"20/03/2019","5.926,17","5.935,27","5.948,85","5.811,20","214,45K","-0,26%"
"19/03/2019","5.941,91","5.916,17","5.968,34","5.895,18","208,33K","0,43%"
"18/03/2019","5.916,34","5.801,32","5.916,34","5.743,60","212,33K","2,41%"
"15/03/2019","5.777,11","5.723,65","5.816,31","5.704,27","200,34K","1,55%"
"14/03/2019","5.688,95","5.810,02","5.860,93","5.622,34","232,97K","-3,03%"
"13/03/2019","5.866,63","6.014,51","6.039,97","5.822,57","293,15K","-2,32%"
"12/03/2019","6.006,18","5.922,57","6.046,62","5.897,17","318,25K","2,21%"
"11/03/2019","5.876,34","5.682,57","5.876,34","5.645,18","264,26K","4,31%"
"08/03/2019","5.633,32","5.736,93","5.913,03","5.633,29","328,70K","-4,15%"
"07/03/2019","5.877,30","5.775,30","5.928,61","5.750,05","329,26K","1,74%"
"06/03/2019","5.776,97","5.694,90","5.776,98","5.625,34","322,77K","2,17%"
"05/03/2019","5.654,31","5.470,70","5.654,31","5.451,29","268,06K","3,14%"
"04/03/2019","5.482,30","5.418,71","5.562,20","5.418,27","273,20K","2,20%"
"01/03/2019","5.364,37","5.344,42","5.364,37","5.286,00","178,94K","0,64%"
"28/02/2019","5.330,34","5.306,20","5.370,21","5.291,98","200,47K","0,38%"
"27/02/2019","5.310,27","5.312,56","5.391,87","5.245,41","249,46K","-0,25%"
"26/02/2019","5.323,76","5.335,38","5.438,88","5.273,90","301,08K","-0,01%"
"25/02/2019","5.324,25","5.129,47","5.324,52","5.120,47","279,81K","5,23%"
"22/02/2019","5.059,51","4.935,44","5.059,51","4.932,20","178,60K","2,26%"
"21/02/2019","4.947,66","4.957,63","5.046,62","4.930,97","190,94K","-0,39%"
"20/02/2019","4.967,04","4.958,89","4.971,13","4.906,63","165,22K","0,07%"
"19/02/2019","4.963,75","4.964,22","4.988,26","4.897,23","192,36K","0,42%"
"18/02/2019","4.942,88","4.805,33","4.942,88","4.805,33","164,85K","3,55%"
"15/02/2019","4.773,51","4.772,98","4.805,80","4.763,76","125,21K","-0,14%"
"14/02/2019","4.780,04","4.758,51","4.801,09","4.741,52","122,84K","0,42%"
"13/02/2019","4.759,83","4.679,69","4.766,18","4.672,78","136,31K","1,80%"
"12/02/2019","4.675,79","4.611,85","4.685,13","4.604,10","112,33K","1,39%"
"11/02/2019","4.611,83","4.497,53","4.611,83","4.497,53","92,67K","2,87%"
"01/02/2019","4.482,99","4.369,27","4.482,99","4.369,27","77,71K","2,92%"
"31/01/2019","4.355,74","4.408,11","4.441,42","4.328,92","94,57K","-1,52%"
"30/01/2019","4.423,14","4.464,80","4.492,66","4.422,36","74,49K","-1,49%"
"29/01/2019","4.490,05","4.557,81","4.558,05","4.419,40","96,72K","-1,76%"
"28/01/2019","4.570,40","4.629,43","4.640,62","4.565,79","90,49K","-0,81%"
"25/01/2019","4.607,94","4.634,06","4.651,32","4.606,87","99,93K","-0,60%"
"24/01/2019","4.635,75","4.613,93","4.651,02","4.591,80","99,06K","0,57%"
"23/01/2019","4.609,67","4.590,69","4.609,68","4.580,62","85,17K","0,14%"
"22/01/2019","4.603,20","4.651,03","4.651,10","4.589,37","97,12K","-1,12%"
